Project_ID,Description,Type,Location,Site_Conditions,Square_Footage,Floors,Units,Foundation,Framing,Exterior_Finish,Roofing,HVAC,Plumbing,Electrical,Fire_Protection,Permitting_Fees,cost_estimation
347,Projet Renovation,Commercial,"Moscow, Russia",3,97924,1,37,Basement,Steel,Siding,Shingles,central system gaz,Rigid_Copper_Pipe,633,True,4933.23,52500
348,Projet New building,Industrial,"Tambov, Russia",4,1750,3,89,Slab,Concrete,Brick,Metal,central system electric,Rigid_Copper_Pipe,371,True,4650.49,109700
349,Projet Renovation,Commercial,"Saint-peterburg, Russia",1,38729,7,10,Basement,Steel,Siding,Tiles,central system gaz,PVC_Pipe,181,True,3155.08,41500
350,Projet New building,Commercial,"Moscow, Russia",4,41278,2,9,Crawlspace,Steel,Brick,Tiles,central system gaz,ABS_Pipe,863,True,800.49,28000
351,Projet Renovation,Commercial,"Saint-peterburg, Russia",4,92938,7,1,Slab,Steel,Siding,Metal,central system electric,Rigid_Copper_Pipe,141,True,3290.47,32500
352,Projet New building,Commercial,"kazan, Russia",9,89041,7,17,Crawlspace,Steel,Siding,Metal,central system gaz,ABS_Pipe,144,False,3362.83,58500
353,Projet Renovation,Residential,"Tambov, Russia",5,10112,6,80,Slab,Steel,Stucco,Shingles,central system gaz,ABS_Pipe,262,False,1968.94,110000
354,Projet New building,Residential,"Moscow, Russia",4,55150,3,90,Crawlspace,Steel,Siding,Metal,central system gaz,Braided_Pipe,624,True,3618.91,111500
355,Projet New building,Industrial,"Ekaterinburg, Russia",8,88945,5,10,Basement,Concrete,Siding,Shingles,central system gaz,ABS_Pipe,712,False,4471.99,45700
356,Projet New building,Commercial,"Saint-peterburg, Russia",2,38031,7,65,Basement,Concrete,Brick,Tiles,central system gaz,PVC_Pipe,133,False,3726.06,97700
357,Projet New building,Residential,"Tambov, Russia",7,39398,6,26,Slab,Wood,Siding,Tiles,central system electric,Braided_Pipe,623,False,1409.92,63000
358,Projet Renovation,Industrial,"Ekaterinburg, Russia",10,71370,3,92,Slab,Wood,Brick,Metal,central system gaz,ABS_Pipe,881,True,3112.79,121500
359,Projet Renovation,Residential,"Moscow, Russia",2,83934,4,28,Basement,Wood,Brick,Metal,central system gaz,Braided_Pipe,670,False,4138.82,53000
360,Projet Renovation,Industrial,"Moscow, Russia",6,21026,7,36,Basement,Concrete,Brick,Shingles,central system electric,Flexi_Pipe,576,False,1385.31,78700
361,Projet New building,Industrial,"Ekaterinburg, Russia",5,18887,7,69,Slab,Concrete,Siding,Tiles,central system gaz,Braided_Pipe,668,False,3147.54,100200
362,Projet Renovation,Industrial,"Tambov, Russia",2,74692,3,65,Slab,Steel,Brick,Tiles,central system gaz,Rigid_Copper_Pipe,498,False,4982.79,85000
363,Projet New building,Commercial,"kazan, Russia",9,44871,3,29,Crawlspace,Steel,Stucco,Shingles,central system gaz,ABS_Pipe,748,True,2540.27,60000
364,Projet Renovation,Commercial,"Ekaterinburg, Russia",9,7449,1,49,Crawlspace,Concrete,Siding,Metal,central system electric,PVC_Pipe,857,True,4216.99,72700
365,Projet New building,Industrial,"Saint-peterburg, Russia",1,42241,6,95,Slab,Concrete,Brick,Tiles,central system electric,Rigid_Copper_Pipe,721,False,4550.98,124200
366,Projet New building,Industrial,"Ekaterinburg, Russia",6,68705,10,27,Crawlspace,Concrete,Brick,Shingles,central system gaz,Flexi_Pipe,857,False,982.11,80200
367,Projet New building,Industrial,"Saint-peterburg, Russia",2,76175,7,54,Slab,Concrete,Siding,Tiles,central system electric,Flexi_Pipe,600,True,1492.29,85200
368,Projet New building,Industrial,"kazan, Russia",10,6957,2,66,Crawlspace,Steel,Brick,Shingles,central system gaz,PEX_Pipe,544,False,867.49,95000
369,Projet New building,Residential,"kazan, Russia",5,90426,6,71,Basement,Wood,Siding,Shingles,central system electric,ABS_Pipe,279,True,469.98,102500
370,Projet Renovation,Commercial,"Saint-peterburg, Russia",3,86926,9,26,Basement,Steel,Brick,Shingles,central system gaz,Flexi_Pipe,204,False,2855.65,66500
371,Projet Renovation,Residential,"Saint-peterburg, Russia",8,45124,8,79,Slab,Wood,Brick,Shingles,central system gaz,Braided_Pipe,514,False,2063.21,125000
372,Projet New building,Industrial,"Ekaterinburg, Russia",8,25581,3,76,Basement,Wood,Siding,Shingles,central system gaz,Flexi_Pipe,365,False,2596.93,106500
373,Projet New building,Industrial,"Moscow, Russia",6,71184,6,12,Basement,Steel,Stucco,Metal,central system electric,Braided_Pipe,103,False,1445.69,49000
374,Projet New building,Residential,"Saint-peterburg, Russia",6,4962,1,65,Slab,Wood,Brick,Metal,central system gaz,PVC_Pipe,978,True,4383.6,88500
375,Projet Renovation,Commercial,"Moscow, Russia",1,79677,6,9,Crawlspace,Concrete,Stucco,Tiles,central system gaz,PVC_Pipe,554,True,138.79,39200
376,Projet Renovation,Commercial,"kazan, Russia",1,14128,4,81,Basement,Steel,Siding,Tiles,central system gaz,Braided_Pipe,939,True,794.85,103500
377,Projet Renovation,Commercial,"Ekaterinburg, Russia",1,17824,1,81,Slab,Wood,Brick,Tiles,central system electric,ABS_Pipe,375,False,3765.41,96000
378,Projet New building,Residential,"Moscow, Russia",8,46856,6,26,Crawlspace,Wood,Stucco,Tiles,central system electric,Rigid_Copper_Pipe,661,True,397.34,65000
379,Projet New building,Industrial,"Ekaterinburg, Russia",3,45111,7,93,Slab,Wood,Siding,Metal,central system gaz,PVC_Pipe,881,True,3196.02,125500
380,Projet Renovation,Industrial,"Saint-peterburg, Russia",7,30681,5,83,Basement,Concrete,Brick,Tiles,central system electric,PVC_Pipe,289,False,2811.78,117700
381,Projet New building,Commercial,"Ekaterinburg, Russia",5,68498,4,29,Crawlspace,Steel,Brick,Metal,central system gaz,ABS_Pipe,389,False,882.22,54500
382,Projet Renovation,Residential,"Tambov, Russia",6,55963,5,36,Crawlspace,Wood,Brick,Shingles,central system electric,Braided_Pipe,391,False,1390.27,75000
383,Projet Renovation,Industrial,"Saint-peterburg, Russia",7,21882,2,52,Basement,Wood,Brick,Metal,central system electric,PEX_Pipe,254,False,2476.55,79000
384,Projet Renovation,Residential,"Tambov, Russia",9,25190,8,77,Slab,Steel,Stucco,Shingles,central system gaz,Braided_Pipe,498,True,1252.36,121000
385,Projet Renovation,Industrial,"Ekaterinburg, Russia",6,79266,8,62,Basement,Steel,Stucco,Tiles,central system electric,PVC_Pipe,355,True,585.3,104500
386,Projet Renovation,Residential,"Moscow, Russia",1,38833,4,11,Crawlspace,Steel,Stucco,Shingles,central system electric,PEX_Pipe,114,True,3238.37,37000
387,Projet New building,Industrial,"Moscow, Russia",7,22340,5,32,Slab,Concrete,Brick,Shingles,central system electric,PEX_Pipe,356,True,4980.28,68200
388,Projet New building,Commercial,"Saint-peterburg, Russia",2,58748,9,51,Basement,Wood,Brick,Tiles,central system gaz,PEX_Pipe,253,False,2475.96,90500
389,Projet Renovation,Residential,"Tambov, Russia",5,83302,5,70,Slab,Concrete,Siding,Tiles,central system electric,Flexi_Pipe,771,True,1751.27,95200
390,Projet New building,Industrial,"Saint-peterburg, Russia",4,84245,8,79,Slab,Steel,Brick,Tiles,central system gaz,Braided_Pipe,523,False,3026.18,114000
391,Projet New building,Industrial,"Ekaterinburg, Russia",7,29437,8,6,Basement,Wood,Brick,Shingles,central system electric,Rigid_Copper_Pipe,769,False,4098.92,52500
392,Projet Renovation,Residential,"Tambov, Russia",3,72280,5,95,Basement,Concrete,Brick,Metal,central system gaz,Braided_Pipe,460,True,343.14,122200
393,Projet New building,Industrial,"kazan, Russia",6,98094,3,96,Slab,Wood,Brick,Metal,central system electric,Rigid_Copper_Pipe,952,False,2604.98,125500
394,Projet New building,Industrial,"Saint-peterburg, Russia",4,55540,1,95,Basement,Steel,Siding,Metal,central system electric,PVC_Pipe,920,False,4143.9,109000
395,Projet New building,Industrial,"Saint-peterburg, Russia",7,47552,8,89,Basement,Steel,Siding,Metal,central system electric,Braided_Pipe,878,False,3022.2,132000
396,Projet New building,Industrial,"Tambov, Russia",7,25316,7,84,Basement,Concrete,Siding,Tiles,central system electric,Rigid_Copper_Pipe,252,False,621.25,123700
397,Projet Renovation,Industrial,"Tambov, Russia",4,91917,5,2,Basement,Wood,Stucco,Shingles,central system electric,PVC_Pipe,216,True,1365.94,30500
398,Projet Renovation,Residential,"Tambov, Russia",3,87105,9,5,Basement,Concrete,Stucco,Shingles,central system gaz,Rigid_Copper_Pipe,738,True,3210.19,44700
399,Projet New building,Residential,"Ekaterinburg, Russia",10,59350,1,71,Slab,Concrete,Siding,Shingles,central system gaz,Braided_Pipe,119,True,3638.87,94200
400,Projet New building,Commercial,"kazan, Russia",2,75373,10,99,Crawlspace,Concrete,Siding,Shingles,central system gaz,Braided_Pipe,850,False,4175.21,143200
401,Projet New building,Industrial,"Tambov, Russia",6,63515,6,21,Slab,Wood,Stucco,Tiles,central system gaz,Braided_Pipe,267,True,3665.99,58000
402,Projet New building,Residential,"Moscow, Russia",10,45812,5,11,Basement,Steel,Stucco,Shingles,central system gaz,PVC_Pipe,741,True,3416.03,46500
403,Projet New building,Residential,"Saint-peterburg, Russia",8,6790,7,81,Slab,Wood,Siding,Tiles,central system gaz,Rigid_Copper_Pipe,250,False,4251.62,121000
404,Projet New building,Residential,"Tambov, Russia",2,68524,2,14,Slab,Concrete,Siding,Tiles,central system electric,PVC_Pipe,888,True,1523.59,30200
405,Projet New building,Commercial,"Saint-peterburg, Russia",8,19934,6,36,Slab,Concrete,Siding,Tiles,central system electric,Flexi_Pipe,101,False,2911.72,72200
406,Projet New building,Commercial,"Ekaterinburg, Russia",9,84664,1,8,Slab,Concrete,Brick,Tiles,central system gaz,Braided_Pipe,513,True,4134.69,30200
407,Projet Renovation,Industrial,"Ekaterinburg, Russia",6,61897,10,82,Crawlspace,Wood,Siding,Metal,central system gaz,Braided_Pipe,759,False,4623.28,133500
408,Projet New building,Industrial,"Saint-peterburg, Russia",5,91686,4,23,Basement,Wood,Stucco,Metal,central system electric,PVC_Pipe,467,True,4903.56,47000
409,Projet Renovation,Commercial,"Moscow, Russia",9,55942,10,96,Slab,Wood,Brick,Tiles,central system gaz,PEX_Pipe,143,True,2401.94,146000
410,Projet Renovation,Industrial,"kazan, Russia",9,83868,6,27,Crawlspace,Concrete,Stucco,Tiles,central system electric,Flexi_Pipe,366,True,1365.09,65200
411,Projet New building,Industrial,"Tambov, Russia",9,31988,5,51,Slab,Wood,Stucco,Metal,central system electric,Rigid_Copper_Pipe,686,True,2617.25,85500
412,Projet Renovation,Commercial,"Ekaterinburg, Russia",10,34792,3,4,Crawlspace,Wood,Stucco,Tiles,central system gaz,Flexi_Pipe,574,True,1639.87,34000
413,Projet New building,Commercial,"Saint-peterburg, Russia",4,64205,1,80,Basement,Wood,Siding,Shingles,central system electric,Rigid_Copper_Pipe,333,True,4858.43,96500
414,Projet Renovation,Commercial,"Tambov, Russia",4,53702,9,4,Basement,Steel,Siding,Tiles,central system gaz,Rigid_Copper_Pipe,228,False,2479.39,41500
415,Projet Renovation,Industrial,"Saint-peterburg, Russia",10,92914,1,56,Slab,Steel,Brick,Metal,central system electric,ABS_Pipe,123,False,3715.29,78500
416,Projet Renovation,Commercial,"Ekaterinburg, Russia",7,27103,8,87,Crawlspace,Concrete,Siding,Metal,central system electric,ABS_Pipe,665,True,2773.01,131700
417,Projet New building,Industrial,"Saint-peterburg, Russia",3,40164,2,60,Crawlspace,Steel,Siding,Tiles,central system electric,Braided_Pipe,965,False,1829.31,78000
418,Projet Renovation,Industrial,"Saint-peterburg, Russia",10,35702,2,54,Basement,Steel,Brick,Tiles,central system gaz,Flexi_Pipe,988,True,2927.86,79500
419,Projet New building,Residential,"Saint-peterburg, Russia",4,22208,8,66,Basement,Wood,Stucco,Shingles,central system gaz,Rigid_Copper_Pipe,759,False,1287.76,103500
420,Projet Renovation,Industrial,"Moscow, Russia",1,37900,6,84,Crawlspace,Wood,Siding,Metal,central system electric,PVC_Pipe,677,True,3127.65,115500
421,Projet Renovation,Residential,"kazan, Russia",3,1447,1,98,Crawlspace,Wood,Stucco,Shingles,central system electric,ABS_Pipe,954,True,4792.63,116000
422,Projet Renovation,Industrial,"kazan, Russia",2,9963,3,51,Basement,Steel,Siding,Metal,central system gaz,ABS_Pipe,987,True,3520.37,71000
423,Projet Renovation,Commercial,"Moscow, Russia",5,3012,5,13,Crawlspace,Wood,Brick,Shingles,central system electric,Braided_Pipe,647,True,2333.9,44000
424,Projet New building,Commercial,"Saint-peterburg, Russia",4,8398,1,82,Slab,Steel,Brick,Tiles,central system gaz,Rigid_Copper_Pipe,465,True,3114.74,96000
425,Projet Renovation,Industrial,"Ekaterinburg, Russia",5,23867,8,81,Slab,Concrete,Siding,Shingles,central system gaz,PEX_Pipe,603,False,2365.09,117200
426,Projet New building,Residential,"Saint-peterburg, Russia",6,70036,4,12,Slab,Steel,Siding,Metal,central system electric,ABS_Pipe,839,False,3667.38,42500
427,Projet New building,Commercial,"Moscow, Russia",4,94053,4,4,Slab,Wood,Brick,Tiles,central system electric,Rigid_Copper_Pipe,466,True,3957.82,28000
428,Projet New building,Residential,"Ekaterinburg, Russia",7,54127,1,99,Basement,Wood,Stucco,Shingles,central system electric,ABS_Pipe,410,False,3207.38,123500
429,Projet Renovation,Residential,"Ekaterinburg, Russia",9,50869,10,51,Crawlspace,Concrete,Brick,Shingles,central system electric,Rigid_Copper_Pipe,882,False,1366.84,104200
430,Projet New building,Commercial,"Ekaterinburg, Russia",3,13472,7,92,Basement,Wood,Stucco,Shingles,central system gaz,ABS_Pipe,139,False,2200.65,126500
431,Projet Renovation,Commercial,"Tambov, Russia",6,62444,10,92,Basement,Wood,Stucco,Shingles,central system electric,Rigid_Copper_Pipe,869,True,1771.39,143500
432,Projet New building,Commercial,"kazan, Russia",9,78223,10,82,Basement,Wood,Brick,Metal,central system gaz,Braided_Pipe,113,False,2263.05,133000
433,Projet New building,Industrial,"Moscow, Russia",4,4569,8,77,Basement,Concrete,Brick,Tiles,central system gaz,PVC_Pipe,359,False,4909.27,112700
434,Projet New building,Residential,"Ekaterinburg, Russia",9,4694,7,1,Basement,Steel,Brick,Metal,central system electric,Rigid_Copper_Pipe,595,True,4858.06,42000
435,Projet Renovation,Commercial,"Tambov, Russia",6,29312,5,72,Basement,Steel,Brick,Tiles,central system electric,Flexi_Pipe,494,False,4669.83,106500
436,Projet Renovation,Residential,"Saint-peterburg, Russia",6,92630,1,13,Crawlspace,Steel,Brick,Shingles,central system gaz,PVC_Pipe,529,False,3795.41,39000
437,Projet Renovation,Industrial,"Saint-peterburg, Russia",2,84952,3,86,Crawlspace,Concrete,Stucco,Shingles,central system gaz,Braided_Pipe,260,False,680.16,109200
438,Projet New building,Commercial,"Saint-peterburg, Russia",8,24083,5,63,Basement,Wood,Brick,Tiles,central system electric,ABS_Pipe,287,True,1080.15,98500
439,Projet New building,Residential,"Moscow, Russia",10,33654,4,29,Slab,Concrete,Stucco,Tiles,central system electric,Rigid_Copper_Pipe,951,True,4962.28,59200
440,Projet New building,Industrial,"Moscow, Russia",9,79468,4,39,Crawlspace,Concrete,Brick,Tiles,central system electric,PEX_Pipe,107,True,4401.1,72200
441,Projet Renovation,Residential,"Tambov, Russia",5,82801,4,100,Basement,Steel,Siding,Metal,central system electric,Rigid_Copper_Pipe,482,True,437.24,123000
442,Projet Renovation,Commercial,"Ekaterinburg, Russia",9,42967,9,100,Crawlspace,Concrete,Brick,Metal,central system gaz,Braided_Pipe,154,False,1792.09,148700
443,Projet New building,Residential,"Ekaterinburg, Russia",2,79757,2,87,Crawlspace,Steel,Brick,Shingles,central system gaz,Braided_Pipe,950,False,3221.56,108000
444,Projet New building,Industrial,"Tambov, Russia",4,3611,1,94,Slab,Steel,Siding,Tiles,central system electric,PVC_Pipe,747,True,1684.33,107000
445,Projet Renovation,Commercial,"Ekaterinburg, Russia",10,67924,5,8,Crawlspace,Steel,Brick,Tiles,central system electric,ABS_Pipe,936,True,452.46,44000
446,Projet Renovation,Commercial,"Tambov, Russia",5,85752,1,56,Basement,Wood,Brick,Metal,central system gaz,PEX_Pipe,206,True,4596.79,72000
447,Projet Renovation,Residential,"Ekaterinburg, Russia",2,81778,3,5,Slab,Steel,Stucco,Shingles,central system gaz,PEX_Pipe,571,True,1202.38,26000
448,Projet Renovation,Commercial,"Moscow, Russia",3,18860,8,86,Crawlspace,Steel,Stucco,Shingles,central system gaz,Flexi_Pipe,879,True,2345.4,124000
449,Projet New building,Industrial,"Ekaterinburg, Russia",9,39063,2,45,Basement,Concrete,Stucco,Shingles,central system electric,Flexi_Pipe,710,True,3804.3,71700
450,Projet Renovation,Residential,"Ekaterinburg, Russia",7,72190,8,34,Basement,Wood,Brick,Shingles,central system gaz,Rigid_Copper_Pipe,759,True,3223.99,80500
451,Projet New building,Industrial,"Saint-peterburg, Russia",2,70015,2,6,Basement,Wood,Brick,Metal,central system gaz,PEX_Pipe,421,True,3898.8,25000
452,Projet Renovation,Residential,"Moscow, Russia",10,80100,1,37,Basement,Concrete,Siding,Metal,central system gaz,PVC_Pipe,333,True,3848.2,59200
453,Projet New building,Industrial,"Moscow, Russia",6,95762,7,12,Basement,Steel,Brick,Metal,central system gaz,Rigid_Copper_Pipe,994,True,3227.55,53000
454,Projet New building,Industrial,"Ekaterinburg, Russia",3,95053,6,31,Crawlspace,Wood,Stucco,Shingles,central system gaz,Flexi_Pipe,203,False,1552.35,64000
455,Projet Renovation,Commercial,"Moscow, Russia",2,16033,5,25,Crawlspace,Wood,Siding,Metal,central system electric,Rigid_Copper_Pipe,392,False,628.84,53500
456,Projet Renovation,Commercial,"Ekaterinburg, Russia",1,65602,2,42,Basement,Wood,Stucco,Shingles,central system gaz,ABS_Pipe,261,False,3792.41,61500
457,Projet New building,Industrial,"Tambov, Russia",9,48168,7,76,Slab,Steel,Siding,Tiles,central system electric,Flexi_Pipe,586,True,1103.49,115000
458,Projet New building,Industrial,"Moscow, Russia",6,26025,2,89,Crawlspace,Steel,Brick,Metal,central system electric,PVC_Pipe,481,True,2670.63,116500
459,Projet New building,Industrial,"Saint-peterburg, Russia",9,23899,1,41,Slab,Steel,Brick,Shingles,central system electric,Flexi_Pipe,354,False,513.89,65000
460,Projet New building,Industrial,"Moscow, Russia",4,53521,7,6,Basement,Wood,Siding,Metal,central system electric,Flexi_Pipe,550,True,3216.53,39000
461,Projet Renovation,Industrial,"Ekaterinburg, Russia",5,22889,6,92,Crawlspace,Steel,Siding,Tiles,central system gaz,Flexi_Pipe,600,True,2158.34,122000
462,Projet New building,Commercial,"Saint-peterburg, Russia",8,28392,7,73,Basement,Wood,Stucco,Metal,central system electric,ABS_Pipe,376,False,2391.82,114000
463,Projet Renovation,Commercial,"Tambov, Russia",1,7706,10,33,Slab,Concrete,Siding,Metal,central system gaz,Braided_Pipe,818,False,4739.86,73700
464,Projet Renovation,Commercial,"Ekaterinburg, Russia",9,44178,5,14,Slab,Steel,Stucco,Metal,central system electric,ABS_Pipe,250,False,4280.22,47500
465,Projet New building,Industrial,"Moscow, Russia",3,53939,7,70,Basement,Steel,Siding,Tiles,central system electric,PEX_Pipe,758,False,4274.06,101500
466,Projet Renovation,Commercial,"Ekaterinburg, Russia",7,61395,10,24,Crawlspace,Concrete,Brick,Tiles,central system electric,Rigid_Copper_Pipe,277,True,430.09,75200
467,Projet New building,Commercial,"Moscow, Russia",10,61072,8,19,Slab,Steel,Brick,Tiles,central system electric,Rigid_Copper_Pipe,681,False,4177.25,62000
468,Projet New building,Industrial,"Tambov, Russia",3,47265,5,14,Basement,Wood,Siding,Tiles,central system electric,Braided_Pipe,689,True,2007.04,40500
469,Projet Renovation,Residential,"kazan, Russia",10,3614,2,42,Crawlspace,Wood,Brick,Shingles,central system electric,Rigid_Copper_Pipe,552,False,4781.8,72000
470,Projet New building,Commercial,"Tambov, Russia",5,10440,1,44,Crawlspace,Steel,Brick,Shingles,central system electric,Rigid_Copper_Pipe,444,False,701.78,62000
471,Projet Renovation,Commercial,"Saint-peterburg, Russia",9,1468,6,32,Crawlspace,Steel,Brick,Metal,central system gaz,ABS_Pipe,805,True,3067.95,71500
472,Projet Renovation,Industrial,"kazan, Russia",9,11475,10,100,Slab,Concrete,Brick,Metal,central system electric,Braided_Pipe,498,True,2949.46,149700
473,Projet Renovation,Residential,"kazan, Russia",9,30380,3,16,Crawlspace,Wood,Siding,Metal,central system electric,Rigid_Copper_Pipe,426,False,2052.04,46500
474,Projet Renovation,Commercial,"Saint-peterburg, Russia",5,63144,7,85,Crawlspace,Steel,Brick,Tiles,central system gaz,Braided_Pipe,434,True,3563.0,119000
475,Projet New building,Residential,"Tambov, Russia",9,41228,8,4,Slab,Wood,Brick,Metal,central system electric,PEX_Pipe,294,False,4896.38,48500
476,Projet Renovation,Industrial,"kazan, Russia",6,37004,3,37,Basement,Steel,Brick,Metal,central system electric,ABS_Pipe,336,True,1854.93,66000
477,Projet New building,Industrial,"Moscow, Russia",6,83771,2,10,Slab,Concrete,Siding,Shingles,central system gaz,Flexi_Pipe,590,True,3321.6,36200
478,Projet New building,Industrial,"kazan, Russia",7,51593,1,48,Crawlspace,Steel,Stucco,Metal,central system gaz,ABS_Pipe,673,False,2720.45,71500
479,Projet New building,Residential,"kazan, Russia",8,59174,1,78,Basement,Concrete,Stucco,Shingles,central system gaz,Flexi_Pipe,200,True,2856.77,101700
480,Projet New building,Industrial,"Tambov, Russia",8,31998,5,29,Basement,Wood,Brick,Metal,central system gaz,Flexi_Pipe,763,True,4745.15,65000
481,Projet New building,Residential,"Saint-peterburg, Russia",5,65174,9,64,Basement,Concrete,Brick,Shingles,central system gaz,PVC_Pipe,898,False,1743.2,104700
482,Projet Renovation,Industrial,"kazan, Russia",10,87859,10,43,Crawlspace,Concrete,Siding,Shingles,central system electric,ABS_Pipe,418,False,3906.41,95200
483,Projet Renovation,Commercial,"Moscow, Russia",1,83079,8,1,Slab,Steel,Siding,Shingles,central system gaz,PVC_Pipe,864,False,2918.95,37000
484,Projet New building,Industrial,"Saint-peterburg, Russia",6,70140,4,34,Basement,Wood,Stucco,Tiles,central system gaz,PEX_Pipe,702,True,3461.04,65500
485,Projet Renovation,Commercial,"Saint-peterburg, Russia",7,64385,3,32,Crawlspace,Steel,Brick,Shingles,central system electric,Rigid_Copper_Pipe,849,False,4163.94,64000
486,Projet Renovation,Residential,"Saint-peterburg, Russia",7,9367,3,96,Basement,Concrete,Brick,Tiles,central system electric,ABS_Pipe,590,True,616.89,124700
487,Projet Renovation,Residential,"Ekaterinburg, Russia",2,60789,10,42,Basement,Wood,Siding,Tiles,central system gaz,PEX_Pipe,354,False,1475.55,83500
488,Projet New building,Residential,"kazan, Russia",3,81226,2,37,Basement,Concrete,Brick,Metal,central system electric,PVC_Pipe,432,False,2542.35,55200
489,Projet New building,Industrial,"Moscow, Russia",4,45975,8,40,Crawlspace,Concrete,Stucco,Tiles,central system electric,ABS_Pipe,830,True,4634.01,76200
490,Projet New building,Industrial,"Tambov, Russia",2,9777,4,11,Basement,Concrete,Siding,Shingles,central system electric,PVC_Pipe,461,True,2589.33,35700
491,Projet New building,Commercial,"Saint-peterburg, Russia",2,40667,4,34,Basement,Steel,Stucco,Shingles,central system gaz,Flexi_Pipe,382,False,3417.65,58500
492,Projet New building,Commercial,"Saint-peterburg, Russia",8,79935,9,82,Slab,Wood,Siding,Shingles,central system gaz,ABS_Pipe,431,True,1564.51,130000
493,Projet Renovation,Commercial,"Saint-peterburg, Russia",10,81046,1,92,Slab,Wood,Siding,Shingles,central system electric,Braided_Pipe,763,False,4686.98,116000
494,Projet New building,Industrial,"Ekaterinburg, Russia",10,57907,5,21,Slab,Wood,Siding,Metal,central system electric,PEX_Pipe,565,True,3479.35,55500
495,Projet New building,Industrial,"Moscow, Russia",2,72282,10,84,Crawlspace,Steel,Stucco,Tiles,central system gaz,PVC_Pipe,581,False,214.71,126000
496,Projet New building,Industrial,"Ekaterinburg, Russia",10,96117,2,65,Slab,Steel,Brick,Metal,central system electric,PEX_Pipe,485,False,1295.14,90500
497,Projet Renovation,Commercial,"Tambov, Russia",4,37458,4,35,Slab,Wood,Siding,Metal,central system electric,Flexi_Pipe,325,False,572.26,58500
498,Projet Renovation,Industrial,"Saint-peterburg, Russia",8,52919,9,62,Basement,Steel,Siding,Shingles,central system electric,Braided_Pipe,505,True,4097.61,109500
499,Projet Renovation,Commercial,"kazan, Russia",9,61942,8,34,Slab,Concrete,Siding,Shingles,central system electric,PEX_Pipe,483,False,310.7,78200
500,Projet New building,Residential,"Moscow, Russia",1,26341,5,10,Crawlspace,Wood,Brick,Shingles,central system electric,PVC_Pipe,847,True,3578.35,41000
501,Projet Renovation,Industrial,"kazan, Russia",6,56917,6,17,Crawlspace,Wood,Brick,Metal,central system electric,PVC_Pipe,414,False,349.87,57500
502,Projet Renovation,Residential,"Saint-peterburg, Russia",8,82641,1,15,Crawlspace,Wood,Siding,Tiles,central system gaz,Flexi_Pipe,241,True,873.05,39000
503,Projet New building,Commercial,"Tambov, Russia",10,51529,7,25,Crawlspace,Wood,Brick,Tiles,central system gaz,Flexi_Pipe,920,True,3136.79,68000
504,Projet Renovation,Residential,"Moscow, Russia",1,70264,1,29,Slab,Steel,Brick,Shingles,central system gaz,PEX_Pipe,618,True,3146.71,45000
505,Projet New building,Industrial,"kazan, Russia",5,54708,7,87,Crawlspace,Wood,Brick,Tiles,central system gaz,Rigid_Copper_Pipe,956,False,4033.91,122000
506,Projet Renovation,Residential,"Ekaterinburg, Russia",8,57769,1,28,Basement,Concrete,Brick,Shingles,central system gaz,PVC_Pipe,536,False,4942.54,52700
507,Projet Renovation,Residential,"Saint-peterburg, Russia",2,77976,8,55,Basement,Steel,Brick,Metal,central system electric,Rigid_Copper_Pipe,919,True,558.03,91000
508,Projet Renovation,Commercial,"Ekaterinburg, Russia",8,29499,5,96,Crawlspace,Steel,Brick,Tiles,central system electric,ABS_Pipe,339,True,3906.72,132000
509,Projet New building,Commercial,"Tambov, Russia",3,21304,7,18,Slab,Steel,Siding,Metal,central system electric,Braided_Pipe,165,False,3824.84,49500
510,Projet New building,Residential,"Ekaterinburg, Russia",3,90501,9,36,Basement,Steel,Brick,Metal,central system electric,PEX_Pipe,737,True,440.52,75000
511,Projet Renovation,Industrial,"Moscow, Russia",5,23814,6,60,Crawlspace,Wood,Brick,Tiles,central system electric,Braided_Pipe,858,True,2683.52,92000
512,Projet New building,Residential,"Saint-peterburg, Russia",1,60060,5,33,Basement,Steel,Brick,Shingles,central system gaz,PVC_Pipe,890,False,4095.58,61500
513,Projet Renovation,Industrial,"Moscow, Russia",3,45872,8,75,Crawlspace,Steel,Siding,Metal,central system gaz,Rigid_Copper_Pipe,873,False,521.86,111500
514,Projet New building,Industrial,"Moscow, Russia",7,69578,2,100,Basement,Steel,Brick,Shingles,central system electric,PEX_Pipe,566,True,4355.87,127500
515,Projet Renovation,Commercial,"Ekaterinburg, Russia",5,23202,9,6,Crawlspace,Concrete,Brick,Metal,central system gaz,Rigid_Copper_Pipe,213,True,3962.89,46700
516,Projet New building,Industrial,"Moscow, Russia",5,98008,6,25,Slab,Wood,Siding,Metal,central system electric,PVC_Pipe,606,False,2169.68,54500
517,Projet New building,Commercial,"Ekaterinburg, Russia",3,83200,3,89,Basement,Steel,Stucco,Shingles,central system electric,ABS_Pipe,990,False,3879.71,110500
518,Projet New building,Commercial,"Saint-peterburg, Russia",3,36583,5,41,Basement,Concrete,Siding,Tiles,central system electric,Rigid_Copper_Pipe,295,False,4000.73,66700
519,Projet New building,Residential,"kazan, Russia",10,47201,6,82,Crawlspace,Steel,Siding,Shingles,central system electric,ABS_Pipe,445,False,1912.97,122000
